* Block Type = 384-Well Block
* Calibration Background is expired  = Yes
* Calibration Background performed on = 12-21-2016
* Calibration Normalization FAM-ROX is expired = Yes
* Calibration Normalization FAM-ROX performed on = 12-21-2016
* Calibration Normalization VIC-ROX is expired = Yes
* Calibration Normalization VIC-ROX performed on = 12-21-2016
* Calibration Pure Dye FAM is expired = Yes
* Calibration Pure Dye FAM performed on = 12-21-2016
* Calibration Pure Dye NED is expired = Yes
* Calibration Pure Dye NED performed on = 12-21-2016
* Calibration Pure Dye ROX is expired = Yes
* Calibration Pure Dye ROX performed on = 12-21-2016
* Calibration Pure Dye SYBR is expired = Yes
* Calibration Pure Dye SYBR performed on = 12-21-2016
* Calibration Pure Dye TAMRA is expired = Yes
* Calibration Pure Dye TAMRA performed on = 12-21-2016
* Calibration Pure Dye VIC is expired = Yes
* Calibration Pure Dye VIC performed on = 12-21-2016
* Calibration ROI is expired  = Yes
* Calibration ROI performed on = 12-21-2016
* Calibration Uniformity is expired  = Yes
* Calibration Uniformity performed on = 12-21-2016
* Chemistry = SYBR_GREEN
* Date Created = 2018-07-09 18:38:45 PM CST
* Date Modified = 2018-07-09 20:35:06 PM CST
* Experiment Barcode = NA
* Experiment Comment = NA
* Experiment File Name = H:\Spring_Work\35. Data\2018-5-30 pathogen qPCR\2018-07-09 183809.eds
* Experiment Name = 2018-07-09 183809
* Experiment Run Start Time = 2018-07-10 02:54:59 AM CST
* Experiment Run Stop Time = 2018-07-10 04:48:33 AM CST
* Experiment Type = Relative Standard Curve
* Instrument Name = 278861596
* Instrument Serial Number = 278861596
* Instrument Type = QuantStudio(TM) 6 Flex System
* Passive Reference = ROX
* Quantification Cycle Method = Ct
* Signal Smoothing On = true
* Stage/ Cycle where Analysis is performed = Stage 2, Step 3
* User Name = NA

[Results]
Well	Well Position	Omit	Sample Name	Target Name	Task	Reporter	Quencher	RQ	RQ Min	RQ Max	CT	Ct Mean	Ct SD	Quantity	Normalized Quantity	Normalized Quantity Standard Error	Quantity Mean	Quantity SD	Efficiency	Y-Intercept	R(superscript 2)	Slope	Automatic Ct Threshold	Ct Threshold	Automatic Baseline	Baseline Start	Baseline End	Comments	Tm1	Tm2	Tm3	MTP	EXPFAIL	HIGHSD	NOAMP	PRFDROP
1	A1	false	Sample 1	O157	UNKNOWN	SYBR	None				31.589	32.023	5.301										true	0.089	true	1	40		75.501			N	N	Y	N	N
2	A2	false	Sample 1	O157	UNKNOWN	SYBR	None				31.919	32.023	5.301										true	0.089	true	1	40		75.461	81.201		Y	N	Y	N	N
3	A3	false	Sample 1	O157	UNKNOWN	SYBR	None				32.190	32.023	5.301										true	0.089	true	1	40		75.461			N	N	Y	N	N
4	A4	false	Sample 1	O157	UNKNOWN	SYBR	None				34.881	32.023	5.301										true	0.089	true	1	40		75.501			N	N	Y	N	N
5	A5	false	Sample 1	O157	UNKNOWN	SYBR	None				32.127	32.023	5.301										true	0.089	true	1	40		75.461			N	N	Y	N	N
6	A6	false	Sample 1	O157	UNKNOWN	SYBR	None				31.672	32.023	5.301										true	0.089	true	1	40		75.580			N	N	Y	N	N
7	A7	false	Sample 1	O157	UNKNOWN	SYBR	None				32.807	32.023	5.301										true	0.089	true	1	40		75.540			N	N	Y	N	N
8	A8	false	Sample 1	O157	UNKNOWN	SYBR	None				32.315	32.023	5.301										true	0.089	true	1	40		75.699			N	N	Y	N	N
9	A9	false	Sample 1	O157	UNKNOWN	SYBR	None				33.004	32.023	5.301										true	0.089	true	1	40		75.501			N	N	Y	N	N
10	A10	false	Sample 1	O157	UNKNOWN	SYBR	None				31.896	32.023	5.301										true	0.089	true	1	40		75.857			N	N	Y	N	N
11	A11	false	Sample 1	O157	UNKNOWN	SYBR	None				31.440	32.023	5.301										true	0.089	true	1	40		75.501			N	N	Y	N	N
12	A12	false	Sample 1	O157	UNKNOWN	SYBR	None				32.207	32.023	5.301										true	0.089	true	1	40		75.501			N	N	Y	N	N
13	A13	false	Sample 1	O157	UNKNOWN	SYBR	None				34.619	32.023	5.301										true	0.089	true	1	40		75.461			N	N	Y	N	N
14	A14	false	Sample 1	O157	UNKNOWN	SYBR	None				Undetermined	32.023	5.301										true	0.089	true	1	40		75.461			N	Y	N	Y	N
15	A15	false	Sample 1	O157	UNKNOWN	SYBR	None				34.987	32.023	5.301										true	0.089	true	1	40		76.293			N	N	Y	N	N
16	A16	false	Sample 1	O157	UNKNOWN	SYBR	None				Undetermined	32.023	5.301										true	0.089	true	1	40		75.342			N	Y	N	Y	N
17	A17	false	Sample 1	O157	UNKNOWN	SYBR	None				35.640	32.023	5.301										true	0.089	true	1	40		76.095			N	N	Y	N	N
18	A18	false	Sample 1	O157	UNKNOWN	SYBR	None				Undetermined	32.023	5.301										true	0.089	true	1	40		75.342			N	Y	N	Y	N
19	A19	false	Sample 1	O157	UNKNOWN	SYBR	None				39.692	32.023	5.301										true	0.089	true	1	40		76.095			N	N	Y	N	N
20	A20	false	Sample 1	O157	UNKNOWN	SYBR	None				37.242	32.023	5.301										true	0.089	true	1	40		76.490			N	N	Y	N	N
21	A21	false	Sample 1	O157	UNKNOWN	SYBR	None				32.682	32.023	5.301										true	0.089	true	1	40		76.768			N	N	Y	N	N
22	A22	false	Sample 1	O157	UNKNOWN	SYBR	None				36.275	32.023	5.301										true	0.089	true	1	40		76.490			N	N	Y	N	N
23	A23	false	Sample 1	O157	UNKNOWN	SYBR	None				35.841	32.023	5.301										true	0.089	true	1	40		75.897			N	N	Y	N	N
24	A24	false	Sample 1	O157	UNKNOWN	SYBR	None				34.008	32.023	5.301										true	0.089	true	1	40		75.620			N	N	Y	N	N
25	B1	false	Sample 1	O157	UNKNOWN	SYBR	None				Undetermined	32.023	5.301										true	0.089	true	1	40		75.501			N	Y	N	Y	N
26	B2	false	Sample 1	O157	UNKNOWN	SYBR	None				Undetermined	32.023	5.301										true	0.089	true	1	40		75.778			N	Y	N	Y	N
27	B3	false	Sample 1	O157	UNKNOWN	SYBR	None				Undetermined	32.023	5.301										true	0.089	true	1	40		76.174			N	Y	N	Y	N
28	B4	false	Sample 1	O157	UNKNOWN	SYBR	None				Undetermined	32.023	5.301										true	0.089	true	1	40		76.095			N	Y	N	Y	N
29	B5	false	Sample 1	O157	UNKNOWN	SYBR	None				35.491	32.023	5.301										true	0.089	true	1	40		75.540			N	N	Y	N	N
30	B6	false	Sample 1	O157	UNKNOWN	SYBR	None				Undetermined	32.023	5.301										true	0.089	true	1	40		75.342			N	Y	N	Y	N
31	B7	false	Sample 1	O157	UNKNOWN	SYBR	None				36.176	32.023	5.301										true	0.089	true	1	40		75.580			N	N	Y	N	N
32	B8	false	Sample 1	O157	UNKNOWN	SYBR	None				35.027	32.023	5.301										true	0.089	true	1	40		76.807			N	N	Y	N	N
33	B9	false	Sample 1	O157	UNKNOWN	SYBR	None				Undetermined	32.023	5.301										true	0.089	true	1	40		75.501			N	Y	N	Y	N
34	B10	false	Sample 1	O157	UNKNOWN	SYBR	None				Undetermined	32.023	5.301										true	0.089	true	1	40		75.382			N	Y	N	Y	N
35	B11	false	Sample 1	O157	UNKNOWN	SYBR	None				Undetermined	32.023	5.301										true	0.089	true	1	40		76.253			N	Y	N	Y	N
36	B12	false	Sample 1	O157	UNKNOWN	SYBR	None				Undetermined	32.023	5.301										true	0.089	true	1	40		75.184			N	Y	N	Y	N
49	C1	false	Sample 1	O157	UNKNOWN	SYBR	None				32.463	32.023	5.301										true	0.089	true	1	40		75.580	86.862	84.289	Y	N	Y	N	N
50	C2	false	Sample 1	O157	UNKNOWN	SYBR	None				32.374	32.023	5.301										true	0.089	true	1	40		75.501			N	N	Y	N	N
51	C3	false	Sample 1	O157	UNKNOWN	SYBR	None				33.204	32.023	5.301										true	0.089	true	1	40		75.540			N	N	Y	N	N
52	C4	false	Sample 1	O157	UNKNOWN	SYBR	None				31.723	32.023	5.301										true	0.089	true	1	40		75.699			N	N	Y	N	N
53	C5	false	Sample 1	O157	UNKNOWN	SYBR	None				32.518	32.023	5.301										true	0.089	true	1	40		75.501			N	N	Y	N	N
54	C6	false	Sample 1	O157	UNKNOWN	SYBR	None				32.356	32.023	5.301										true	0.089	true	1	40		75.540			N	N	Y	N	N
55	C7	false	Sample 1	O157	UNKNOWN	SYBR	None				32.317	32.023	5.301										true	0.089	true	1	40		75.501			N	N	Y	N	N
